,Unnamed: 0,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,not.fully.paid
1860,1860,0.1411,164.3,11.39643659,10.64,662,5940.041667,17965,79.5,Did Not Pay
1861,1861,0.1537,522.7,10.71441777,5.84,672,2460.0,20800,88.1,Did Not Pay
1862,1862,0.1221,366.47,11.19766662,14.97,732,6360.041667,11961,17.1,Did Not Pay
1863,1863,0.1189,464.3,11.34142515,10.33,717,1860.0,23149,32.6,Did Not Pay
1864,1864,0.1158,462.19,10.91508846,13.99,717,3090.041667,7535,39.5,Did Not Pay
1865,1865,0.0963,481.42,11.91839057,8.44,812,6750.041667,67128,31.3,Did Not Pay
1866,1866,0.0932,319.47,11.51288546,3.83,747,3390.041667,9961,13.2,Did Not Pay
1867,1867,0.1095,261.71,10.59663473,7.68,732,2460.0,13161,25.2,Did Not Pay
1868,1868,0.08,228.76,10.88930435,11.08,752,1920.041667,4381,14.3,Did Not Pay
1869,1869,0.1442,409.16,12.3588109,8.32,677,7560.041667,31458,91.2,Did Not Pay
1870,1870,0.1505,138.77,10.94199592,12.7,682,3750.041667,3864,99.1,Did Not Pay
1871,1871,0.1158,495.21,11.1844214,13.27,727,4050.0,23236,42.4,Fully Paid
1872,1872,0.1632,529.71,11.91839057,6.55,662,4050.0,22783,93.7,Did Not Pay
1873,1873,0.1126,315.49,11.09741002,18.31,722,4110.041667,39660,46.5,Did Not Pay
1874,1874,0.1221,164.91,9.998797732,22.8,692,5310.041667,10128,46.0,Did Not Pay
1875,1875,0.0751,435.54,10.96819829,10.26,782,8340.041667,4198,15.4,Did Not Pay
1876,1876,0.1221,499.73,11.15619338,6.58,707,3690.0,16048,34.8,Did Not Pay
1877,1877,0.1158,66.03,10.25765937,16.17,722,1830.0,1416,40.5,Did Not Pay
1878,1878,0.1474,486.11,11.16200536,11.42,672,2940.0,2698,21.4,Did Not Pay
1879,1879,0.0932,293.91,11.10495723,8.35,787,7650.0,2719,4.6,Did Not Pay
1880,1880,0.0932,148.56,10.37255324,8.48,782,3390.041667,16,0.3,Did Not Pay
1881,1881,0.1411,513.44,11.41861479,16.8,682,5700.041667,16935,91.0,Did Not Pay
1882,1882,0.1284,403.42,10.73639668,19.57,697,3450.041667,27261,87.4,Did Not Pay
1883,1883,0.0768,77.98,10.37349118,0.38,822,9968.041667,510,1.0,Fully Paid
1884,1884,0.0963,288.85,11.60823564,18.41,737,3481.041667,2737,6.4,Fully Paid
1885,1885,0.1189,265.32,11.00209984,17.24,707,4770.0,5476,46.4,Fully Paid
1886,1886,0.1253,187.42,10.81977828,14.42,682,5640.041667,10460,42.9,Did Not Pay
1887,1887,0.1126,407.51,12.01370075,10.01,727,6750.041667,9800,38.4,Did Not Pay
1888,1888,0.1126,328.64,11.03488966,4.49,722,1710.041667,9021,27.7,Did Not Pay
1889,1889,0.1253,384.87,10.73630972,15.91,697,2220.0,11562,60.2,Did Not Pay
1890,1890,0.1095,261.71,11.22524339,23.25,722,6540.0,55723,55.8,Did Not Pay
1891,1891,0.1253,240.96,10.90778916,9.12,702,3240.0,1050,44.5,Did Not Pay
1892,1892,0.1347,508.84,11.05089001,12.93,712,6553.0,18231,97.0,Did Not Pay
1893,1893,0.1505,260.19,11.37939407,9.08,667,6930.0,55163,93.7,Did Not Pay
1894,1894,0.1095,130.86,10.81977828,22.46,717,5820.0,24046,68.7,Did Not Pay
1895,1895,0.1357,237.78,11.05089001,19.2,677,4290.0,18748,72.4,Did Not Pay
1896,1896,0.1253,284.47,10.66895539,9.27,687,2850.0,3294,18.7,Fully Paid
1897,1897,0.1126,414.08,10.65735347,18.15,722,2674.041667,4297,39.8,Did Not Pay
1898,1898,0.0932,44.73,9.305650552,24.98,727,2310.041667,5010,63.4,Did Not Pay
1899,1899,0.0963,320.95,11.15625052,6.31,737,3480.041667,20423,46.7,Fully Paid
1900,1900,0.1316,405.25,11.06663836,7.97,697,3150.041667,16331,76.0,Did Not Pay
1901,1901,0.1158,495.21,11.47210347,0.13,797,4770.0,144,0.3,Did Not Pay
1902,1902,0.1126,492.95,12.07254125,3.31,757,5880.0,1631,65.2,Did Not Pay
1903,1903,0.1284,268.95,10.81977828,18.6,682,5162.0,8690,65.3,Did Not Pay
1904,1904,0.0768,155.96,11.45105006,15.29,777,4080.0,3839,6.2,Did Not Pay
1905,1905,0.1422,514.27,11.00209984,3.48,702,3870.041667,4628,94.4,Did Not Pay
1906,1906,0.1505,260.19,10.84081544,15.06,662,9180.0,19469,84.8,Fully Paid
1907,1907,0.0963,208.62,10.59653473,9.18,727,4980.041667,3736,14.2,Did Not Pay
1908,1908,0.1189,99.5,10.51867319,20.63,692,4410.0,10455,54.5,Fully Paid
1909,1909,0.0932,95.85,10.89673933,6.6,727,1921.041667,2979,28.9,Fully Paid
1910,1910,0.1505,312.23,11.46163217,17.72,667,7080.041667,44313,93.5,Fully Paid
1911,1911,0.1316,506.56,11.23848862,21.9,687,6000.041667,63202,51.3,Fully Paid
1912,1912,0.1158,82.54,11.47001796,4.81,702,5070.0,26223,77.4,Did Not Pay
1913,1913,0.0963,192.57,11.03488966,6.35,732,1980.041667,3879,32.9,Did Not Pay
1914,1914,0.0963,96.29,10.32548196,14.4,722,3257.0,277,5.4,Did Not Pay
1915,1915,0.0963,320.95,11.40756495,3.27,732,3720.041667,8976,15.7,Fully Paid
1916,1916,0.1253,127.18,11.00209984,20.14,687,4140.041667,27759,71.7,Fully Paid
1917,1917,0.1158,264.11,10.34148439,6.89,712,5670.041667,11025,55.1,Fully Paid
1918,1918,0.0768,187.15,11.08220409,8.4,782,11340.0,6047,11.0,Did Not Pay
1919,1919,0.1347,162.83,11.51292546,21.8,687,6420.041667,52757,96.4,Did Not Pay
1920,1920,0.1411,273.84,10.91501573,12.59,672,1650.041667,6844,75.2,Did Not Pay
1921,1921,0.1253,502.0,11.76368418,16.16,707,4470.041667,54445,87.8,Did Not Pay
1922,1922,0.1189,296.82,11.15625052,21.24,702,7860.041667,50822,70.0,Did Not Pay
1923,1923,0.0932,159.74,10.30895266,14.16,762,5550.041667,1445,6.5,Did Not Pay
1924,1924,0.1474,518.06,11.08220409,22.1,672,4934.041667,23535,66.7,Fully Paid
1925,1925,0.1442,515.74,11.15625052,13.7,697,2550.0,11129,89.0,Did Not Pay
1926,1926,0.1189,397.97,10.54534144,19.64,707,1890.0,6472,53.5,Did Not Pay
1927,1927,0.1379,170.38,10.71441777,6.0,722,5280.041667,0,40.5,Did Not Pay
1928,1928,0.08,58.76,10.81977828,19.06,732,4773.0,27835,45.8,Did Not Pay
1929,1929,0.1347,339.23,11.77528973,13.85,702,4200.041667,26822,90.9,Did Not Pay
1930,1930,0.1316,405.25,10.4341158,19.55,682,2490.0,23806,76.1,Did Not Pay
1931,1931,0.1505,520.37,11.46163217,17.72,667,7501.041667,12586,84.5,Did Not Pay
1932,1932,0.1442,343.83,10.49127422,22.43,667,2877.0,9469,59.2,Did Not Pay
1933,1933,0.1126,328.64,11.16472876,11.61,722,6480.0,15116,38.7,Did Not Pay
1934,1934,0.1158,138.66,10.37349118,22.09,702,2945.0,14166,81.4,Did Not Pay
1935,1935,0.0963,288.85,10.66895539,7.0,742,3600.0,10232,30.6,Did Not Pay
1936,1936,0.1221,499.73,11.2515607,14.96,712,4860.041667,30985,79.4,Did Not Pay
1937,1937,0.0932,255.58,10.49127422,10.73,752,13770.0,8128,27.7,Did Not Pay
1938,1938,0.1505,346.92,10.59663473,20.64,662,3030.041667,15350,37.5,Did Not Pay
1939,1939,0.1316,506.56,11.91839057,4.06,697,7170.041667,85892,2.1,Did Not Pay
1940,1940,0.1189,169.14,10.23995979,16.11,697,4080.0,20722,52.1,Did Not Pay
1941,1941,0.1253,281.12,11.30220443,1.85,687,4320.0,6716,32.7,Did Not Pay
1942,1942,0.08,100.28,10.66895539,8.6,742,3150.041667,5624,32.0,Did Not Pay
1943,1943,0.1411,342.29,10.71441777,14.45,672,8940.041667,10942,57.0,Did Not Pay
1944,1944,0.1379,190.83,10.71441777,9.07,682,5100.0,9287,97.8,Did Not Pay
1945,1945,0.1189,397.97,10.59663473,14.88,757,6150.0,15280,56.2,Did Not Pay
1946,1946,0.0932,319.47,11.00209984,1.78,797,8100.0,2111,4.0,Did Not Pay
1947,1947,0.1095,245.36,10.51867319,14.72,777,3811.041667,1194,3.8,Did Not Pay
1948,1948,0.1474,155.42,10.81977828,13.94,662,2191.0,21628,93.2,Did Not Pay
1949,1949,0.0963,481.42,11.15625052,12.19,772,4080.0,8850,16.5,Fully Paid
1950,1950,0.1379,511.14,10.76595548,9.17,712,8847.0,17500,85.6,Did Not Pay
1951,1951,0.1221,53.31,11.14186178,18.14,677,5251.041667,4658,44.3,Fully Paid
1952,1952,0.1095,490.71,11.56171563,8.14,757,6960.0,13333,25.8,Did Not Pay
1953,1953,0.1442,515.74,11.14186178,14.26,677,4530.041667,13235,47.8,Did Not Pay
1954,1954,0.1411,410.75,11.28978191,7.21,672,3030.041667,7887,37.2,Did Not Pay
1955,1955,0.1474,34.54,9.210340372,1.2,667,1860.0,437,9.7,Did Not Pay
1956,1956,0.1221,333.15,11.00209984,11.42,702,1950.041667,6116,33.1,Did Not Pay
1957,1957,0.1221,119.94,11.00209984,10.56,692,4080.0,5211,30.1,Did Not Pay
1958,1958,0.0932,134.18,10.51583186,8.52,737,4590.041667,13385,57.5,Did Not Pay
1959,1959,0.0963,176.52,10.6508871,15.63,727,4200.041667,21002,36.7,Did Not Pay
1960,1960,0.1158,82.54,11.69524702,14.51,712,6780.041667,53094,91.2,Did Not Pay
1961,1961,0.1221,299.84,11.22524339,1.81,697,10290.0,17307,31.8,Did Not Pay
1962,1962,0.0963,320.95,11.00209984,11.24,742,5790.0,3649,33.8,Did Not Pay
1963,1963,0.1189,276.92,11.61728548,1.92,702,8730.0,3421,7.4,Did Not Pay
1964,1964,0.1379,204.46,10.18490001,5.34,682,10308.95833,5177,12.5,Did Not Pay
1965,1965,0.1284,152.97,10.30815234,21.18,682,4109.958333,1125,64.3,Did Not Pay
1966,1966,0.1158,330.14,11.8493977,8.32,727,4890.041667,44128,42.0,Fully Paid
1967,1967,0.1379,255.57,10.93310697,4.18,687,7184.041667,3554,37.8,Did Not Pay
1968,1968,0.1126,328.64,12.87390202,15.68,792,9041.0,23217,8.5,Did Not Pay
1969,1969,0.1347,169.62,10.12647109,12.15,687,1925.041667,1643,8.6,Did Not Pay
1970,1970,0.0963,224.66,11.44293209,14.05,727,5100.0,5265,39.6,Did Not Pay
1971,1971,0.1347,508.84,10.93310697,13.61,677,6390.041667,26821,52.6,Did Not Pay
1972,1972,0.1347,441.0,11.28978191,21.11,687,3330.0,64411,87.8,Did Not Pay
1973,1973,0.1442,206.3,11.51292546,13.57,662,5157.0,27254,80.4,Did Not Pay
1974,1974,0.1379,136.31,10.41271189,15.47,692,1861.0,7321,88.2,Did Not Pay
1975,1975,0.1379,54.53,10.91508846,14.68,662,5310.041667,23713,73.5,Did Not Pay
1976,1976,0.0932,383.37,11.87164831,4.69,792,12433.0,4384,5.0,Did Not Pay
1977,1977,0.1253,502.0,11.73446773,15.83,702,6420.041667,109255,63.4,Did Not Pay
1978,1978,0.1537,522.7,11.81303006,18.12,667,9000.041667,17258,81.4,Fully Paid
1979,1979,0.1189,497.46,11.28983191,17.64,717,2226.0,9663,30.7,Did Not Pay
1980,1980,0.1316,202.63,11.39643659,7.4,687,3300.0,281,7.4,Did Not Pay
1981,1981,0.1095,490.71,11.60823564,1.07,762,4290.041667,3889,18.3,Fully Paid
1982,1982,0.1411,222.49,10.46310334,21.15,667,2640.041667,5518,34.9,Did Not Pay
1983,1983,0.08,180.19,11.15625052,2.59,807,4800.0,5231,2.4,Did Not Pay
1984,1984,0.1411,171.15,11.98290409,6.84,702,4770.0,18115,98.5,Did Not Pay
1985,1985,0.0963,481.42,10.30895266,4.08,817,8250.041667,24665,5.3,Did Not Pay
1986,1986,0.0932,319.47,11.69524702,5.93,747,3150.041667,5761,36.2,Did Not Pay
1987,1987,0.1221,199.89,10.59663473,20.43,707,7050.0,12694,63.8,Did Not Pay
1988,1988,0.1221,466.41,10.9329641,14.38,712,4080.0,12837,37.8,Did Not Pay
1989,1989,0.1126,345.07,11.03650127,3.61,722,3690.0,14080,31.2,Did Not Pay
1990,1990,0.1442,82.52,10.1266311,12.38,677,1410.0,5285,60.1,Did Not Pay
1991,1991,0.1158,495.21,11.51292546,22.37,727,3652.0,16386,62.0,Did Not Pay
1992,1992,0.08,115.95,10.23981692,7.84,772,1591.041667,1271,8.7,Did Not Pay
1993,1993,0.1158,495.21,11.14186178,21.86,727,5790.0,22359,25.0,Did Not Pay
1994,1994,0.1126,276.06,10.49404814,1.4,772,5640.041667,1569,14.7,Did Not Pay
1995,1995,0.1347,191.67,11.11542853,6.18,672,4950.041667,5333,47.2,Did Not Pay
1996,1996,0.1632,176.57,9.998797732,8.67,662,1140.0,8517,71.6,Fully Paid
1997,1997,0.1218,166.5,10.88743693,17.64,697,2442.958333,7398,37.9,Did Not Pay
1998,1998,0.1505,520.37,10.91508846,16.95,677,8670.0,16918,90.5,Did Not Pay
1999,1999,0.1379,272.61,11.26446411,3.29,682,4560.041667,7921,58.7,Did Not Pay
2000,2000,0.0963,481.42,11.55214618,9.63,777,6270.0,19181,9.3,Did Not Pay
2001,2001,0.1189,497.46,11.38813292,7.34,717,3060.041667,15648,45.8,Fully Paid
2002,2002,0.1189,497.46,11.15619338,18.28,717,6960.0,4826,58.1,Did Not Pay
2003,2003,0.0963,481.42,10.57131693,11.57,812,4650.041667,1140,9.7,Did Not Pay
2004,2004,0.1158,495.21,11.51292546,23.7,727,5040.0,30929,65.9,Did Not Pay
2005,2005,0.1474,487.84,10.30895266,11.24,677,3060.041667,23762,94.3,Fully Paid
2006,2006,0.0932,191.69,10.81985828,5.28,732,3810.041667,6477,26.0,Did Not Pay
2007,2007,0.0932,319.47,11.60823564,10.29,752,4410.0,28840,34.3,Did Not Pay
2008,2008,0.1316,405.25,11.35040654,12.01,752,3749.041667,0,38.3,Did Not Pay
2009,2009,0.1632,529.71,11.40756495,9.77,672,6633.0,15080,90.3,Did Not Pay
2010,2010,0.1411,342.29,10.1266311,13.73,682,4320.0,10564,72.4,Fully Paid
2011,2011,0.0932,127.79,11.23653935,13.72,767,5850.0,159,1.3,Did Not Pay
2012,2012,0.1347,508.84,10.74492542,13.76,692,4334.0,18546,94.1,Did Not Pay
2013,2013,0.1347,169.62,11.08214255,12.48,692,2940.0,8681,42.3,Did Not Pay
2014,2014,0.1253,234.27,10.62132735,2.46,747,4978.041667,5327,47.4,Did Not Pay
2015,2015,0.1537,261.35,11.00209984,17.5,677,2761.041667,16422,76.6,Did Not Pay
2016,2016,0.1095,163.57,10.1266311,12.48,732,3810.041667,3318,18.1,Did Not Pay
2017,2017,0.1253,301.2,10.77561739,20.59,722,11100.04167,14379,89.3,Did Not Pay
2018,2018,0.1442,257.87,10.71441777,15.92,682,5730.041667,9562,21.9,Fully Paid
2019,2019,0.1284,168.09,10.40426284,17.67,702,2550.0,5051,51.5,Did Not Pay
2020,2020,0.1158,495.21,11.54248427,20.26,722,5700.041667,72333,29.9,Did Not Pay
2021,2021,0.0768,62.39,10.77895629,13.6,752,3733.0,6316,11.5,Did Not Pay
2022,2022,0.0963,192.57,10.83446983,7.43,732,2760.041667,11629,37.6,Did Not Pay
2023,2023,0.1411,246.45,10.46321762,6.99,677,2640.0,10606,62.0,Did Not Pay
2024,2024,0.1411,290.95,9.998615898,10.15,682,6720.041667,8451,89.9,Did Not Pay
2025,2025,0.1189,497.46,11.00209984,12.42,717,2370.041667,31563,40.5,Did Not Pay
2026,2026,0.0963,320.95,11.24895992,0.0,782,4050.0,0,0.0,Did Not Pay
2027,2027,0.0963,231.08,11.12726298,19.11,727,6210.0,35333,66.9,Did Not Pay
2028,2028,0.08,188.02,10.18490001,12.14,762,2040.041667,1491,5.5,Did Not Pay
2029,2029,0.1221,79.96,10.04324949,9.5,712,1380.041667,981,25.2,Did Not Pay
2030,2030,0.1568,227.51,10.96812932,15.87,667,2190.0,20341,85.1,Did Not Pay
2031,2031,0.1474,207.23,10.37352243,12.45,672,2970.0,3633,44.9,Did Not Pay
2032,2032,0.1347,81.42,10.34137532,5.11,692,1350.041667,5727,54.0,Did Not Pay
2033,2033,0.1505,138.77,10.71885237,7.67,667,3060.041667,17293,94.5,Did Not Pay
2034,2034,0.1663,354.7,11.35040654,15.61,662,5528.958333,66526,93.6,Did Not Pay
2035,2035,0.16,263.68,10.81977828,22.13,677,2580.0,16767,46.2,Did Not Pay
2036,2036,0.1316,506.56,10.84028655,21.44,707,4020.0,19855,74.1,Did Not Pay
2037,2037,0.1379,408.91,11.5806215,4.58,687,5490.0,12636,30.2,Did Not Pay
2038,2038,0.1189,497.46,11.51292546,2.3,717,5520.0,2548,8.4,Did Not Pay
2039,2039,0.1442,154.73,10.4487146,7.58,687,1320.041667,3952,44.1,Did Not Pay
2040,2040,0.1347,271.39,10.83958091,4.35,687,3844.041667,1935,22.8,Did Not Pay
2041,2041,0.08,206.82,10.62132735,10.74,752,4800.0,7112,50.4,Did Not Pay
2042,2042,0.1253,267.74,11.15625052,20.67,712,5339.958333,14193,46.4,Did Not Pay
2043,2043,0.0768,155.96,10.60430524,5.78,802,4440.0,5312,7.2,Did Not Pay
2044,2044,0.1284,504.27,11.66134547,8.1,697,6506.0,25311,53.5,Did Not Pay
2045,2045,0.1316,195.87,10.87804719,5.52,702,2040.041667,6105,74.5,Did Not Pay
2046,2046,0.0932,134.18,11.22524339,3.33,732,3240.0,11127,13.4,Did Not Pay
2047,2047,0.1095,327.14,11.46163217,5.68,722,5460.0,37964,57.4,Did Not Pay
2048,2048,0.1442,330.08,11.33814341,11.46,702,1260.041667,4040,20.2,Did Not Pay
2049,2049,0.1158,495.21,11.22967356,9.81,742,6480.041667,4218,1.4,Did Not Pay
2050,2050,0.1126,295.77,11.35035948,7.45,742,5370.041667,8827,34.3,Did Not Pay
2051,2051,0.1568,525.03,11.69524702,19.87,682,5010.041667,87502,96.4,Did Not Pay
2052,2052,0.0963,481.42,10.91508846,16.56,782,4980.041667,17709,31.1,Did Not Pay
2053,2053,0.1284,242.05,10.37361617,19.16,702,1890.0,6136,42.9,Did Not Pay
2054,2054,0.16,281.26,10.59663473,23.13,662,3090.041667,31006,85.4,Did Not Pay
2055,2055,0.1442,515.74,11.60823564,6.33,682,1890.0,6585,20.3,Did Not Pay
2056,2056,0.1411,273.84,10.51867319,16.96,692,1500.0,5252,56.5,Did Not Pay
2057,2057,0.1095,490.71,11.28978191,2.77,752,5717.041667,11002,20.9,Did Not Pay
2058,2058,0.1568,310.64,10.27931786,19.53,692,3738.0,21894,99.5,Did Not Pay
2059,2059,0.1158,198.09,10.54534144,23.08,732,7050.041667,4397,86.4,Did Not Pay
2060,2060,0.1347,508.84,11.81303006,12.18,702,3390.041667,65230,68.9,Did Not Pay
2061,2061,0.1695,534.41,11.08220409,22.85,682,2670.041667,17820,98.5,Did Not Pay
2062,2062,0.1442,515.74,11.52184556,11.22,682,3450.041667,24432,68.6,Did Not Pay
2063,2063,0.1253,368.13,11.44035477,19.35,692,5449.0,32307,83.3,Did Not Pay
2064,2064,0.0963,288.85,11.15625052,8.45,737,4890.041667,7215,30.8,Did Not Pay
2065,2065,0.1347,508.84,11.15619338,11.73,702,2820.041667,8417,43.4,Did Not Pay
2066,2066,0.1537,146.36,10.46310334,6.0,662,1470.0,8597,56.9,Did Not Pay
2067,2067,0.1379,170.38,11.22524339,20.86,767,7950.041667,38511,22.9,Did Not Pay
2068,2068,0.0932,319.47,10.81977828,0.36,777,3092.041667,311,0.5,Did Not Pay
2069,2069,0.1347,203.54,11.22524339,4.75,682,5520.0,6684,66.2,Did Not Pay
2070,2070,0.1411,342.29,10.77895629,15.0,687,4590.041667,11011,57.1,Did Not Pay
2071,2071,0.1095,163.57,10.81977828,6.38,717,3630.0,4044,18.0,Did Not Pay
2072,2072,0.1537,522.7,11.71993963,6.52,677,2880.0,92391,72.6,Did Not Pay
2073,2073,0.08,206.04,10.71441777,13.28,767,11310.0,5889,27.1,Did Not Pay
2074,2074,0.1126,492.95,10.93310697,7.16,737,2970.0,30282,54.3,Did Not Pay
2075,2075,0.1726,500.98,11.81303006,9.33,672,1650.041667,29101,96.6,Did Not Pay
2076,2076,0.1253,100.4,10.1266311,3.65,712,2190.0,3238,10.4,Did Not Pay
2077,2077,0.1411,513.44,11.00209984,14.02,692,2370.041667,20002,52.2,Fully Paid
2078,2078,0.1505,346.92,11.12726298,13.96,672,2294.041667,6365,25.2,Did Not Pay
2079,2079,0.1442,343.83,11.00209984,11.26,682,6540.0,4395,57.8,Fully Paid
2080,2080,0.1379,340.76,10.77895629,4.95,687,3150.041667,1718,14.9,Did Not Pay
2081,2081,0.08,56.41,11.95969885,0.18,797,12153.04167,2044,7.5,Did Not Pay
2082,2082,0.0963,231.08,10.84251777,12.53,727,2490.0,1596,8.9,Did Not Pay
2083,2083,0.1253,401.6,10.81977828,11.88,722,2790.041667,7085,41.7,Fully Paid
2084,2084,0.08,219.36,11.47950642,11.79,817,5961.958333,1254,3.8,Did Not Pay
2085,2085,0.1253,301.2,10.81977828,15.41,727,1590.041667,6183,31.5,Did Not Pay
2086,2086,0.1189,596.96,11.15625052,11.23,747,4440.958333,11286,69.5,Did Not Pay
2087,2087,0.1347,644.53,11.71993963,4.64,762,5829.0,7888,7.5,Did Not Pay
2088,2088,0.0963,192.57,11.08214255,0.28,752,2280.041667,1070,16.5,Did Not Pay
2089,2089,0.1189,497.46,11.91839057,6.78,752,6150.0,24055,54.2,Did Not Pay
2090,2090,0.1537,348.47,10.59653473,20.16,667,3090.041667,10393,78.7,Did Not Pay
2091,2091,0.1253,602.4,11.18725073,11.37,732,5100.0,14940,40.2,Did Not Pay
2092,2092,0.1189,497.46,11.20504069,4.05,782,2760.041667,552,2.9,Did Not Pay
2093,2093,0.1316,354.59,10.91523391,7.0,702,1920.041667,10720,63.4,Did Not Pay
2094,2094,0.0768,155.96,11.56171563,14.09,777,3960.0,3272,5.8,Did Not Pay
2095,2095,0.1411,205.38,10.59663473,19.67,667,3240.0,5155,56.6,Fully Paid
2096,2096,0.08,125.35,11.40756495,8.97,757,4470.041667,51498,31.0,Did Not Pay
2097,2097,0.1221,99.95,10.25132355,6.44,712,2940.0,5064,72.3,Did Not Pay
2098,2098,0.1316,168.86,10.27394705,23.12,707,2490.0,7058,94.3,Did Not Pay
2099,2099,0.1316,405.25,11.30220443,20.5,702,3240.0,57822,78.5,Fully Paid
2100,2100,0.1189,39.8,9.798127037,14.07,787,5621.041667,14,2.8,Did Not Pay
2101,2101,0.1442,687.66,11.47210347,7.09,707,4771.0,10047,70.3,Did Not Pay
2102,2102,0.16,210.95,10.03819326,18.62,662,1740.041667,5040,71.0,Did Not Pay
2103,2103,0.08,141.02,9.903687533,13.74,777,10411.04167,3223,4.0,Did Not Pay
2104,2104,0.1316,472.79,10.858999,7.13,717,3120.041667,8358,46.2,Did Not Pay
2105,2105,0.1442,371.34,10.4341158,6.78,732,1170.0,932,15.5,Did Not Pay
2106,2106,0.1568,665.03,10.9355326,22.25,692,5880.0,13303,95.0,Did Not Pay
2107,2107,0.0963,417.23,10.71441777,8.16,787,6630.0,176,0.3,Did Not Pay
2108,2108,0.1253,334.67,10.30895266,17.76,732,1950.041667,312,3.6,Did Not Pay
2109,2109,0.1221,333.15,11.3223701,1.42,747,2670.041667,4399,18.4,Did Not Pay
2110,2110,0.1411,154.03,10.29200994,18.1,672,4440.0,4321,56.5,Did Not Pay
2111,2111,0.1632,565.02,11.08214255,20.22,687,5340.041667,16731,96.2,Did Not Pay
2112,2112,0.1347,203.54,9.998615898,7.31,712,3780.041667,6095,73.4,Did Not Pay
2113,2113,0.1695,285.02,12.42520818,8.46,662,5100.0,47014,96.5,Did Not Pay
2114,2114,0.1284,100.86,11.08201946,4.89,687,5520.0,2305,31.6,Fully Paid
2115,2115,0.1379,477.06,11.3736634,17.26,702,6960.0,43998,87.6,Fully Paid
2116,2116,0.1284,302.57,10.71441777,9.68,712,6720.041667,2058,4.2,Did Not Pay
2117,2117,0.1442,550.13,11.36214909,4.35,687,6900.0,13171,25.3,Did Not Pay
2118,2118,0.1474,328.1,10.74879772,19.81,672,7050.041667,28594,67.0,Did Not Pay
2119,2119,0.1853,706.5,11.00209984,13.88,662,1590.041667,0,0.0,Did Not Pay
2120,2120,0.1189,49.75,10.23981692,5.62,752,1560.041667,47,1.6,Did Not Pay
2121,2121,0.1221,359.81,11.32659589,12.68,717,6810.041667,23722,51.8,Fully Paid
2122,2122,0.1253,836.66,12.33490552,7.9,747,4680.0,9393,16.0,Did Not Pay
2123,2123,0.0963,385.14,12.25486281,13.14,762,9503.958333,56967,28.3,Did Not Pay
2124,2124,0.1221,133.26,10.71441777,19.81,712,3090.041667,9754,61.3,Did Not Pay
2125,2125,0.1316,185.74,10.12262308,23.52,692,2850.041667,22479,86.8,Fully Paid
2126,2126,0.1474,248.67,9.852194258,15.47,697,1260.041667,7249,47.1,Did Not Pay
2127,2127,0.0963,577.7,10.55174196,4.05,772,14167.0,8259,42.8,Did Not Pay
2128,2128,0.1347,508.84,11.46167427,11.89,702,4500.041667,31565,68.3,Fully Paid
2129,2129,0.1695,171.01,9.61580548,9.36,662,1267.041667,2368,84.6,Fully Paid
2130,2130,0.1442,481.36,11.73606902,13.27,682,8473.0,30160,33.1,Did Not Pay
2131,2131,0.1347,169.62,11.31447453,15.2,682,5334.041667,28637,63.3,Did Not Pay
2132,2132,0.1316,236.4,10.43399815,18.85,697,2641.0,566,8.2,Fully Paid
2133,2133,0.1284,403.42,11.22524339,22.45,732,4410.0,11194,32.9,Did Not Pay
2134,2134,0.1253,267.73,10.75798798,9.32,712,4472.0,3489,42.5,Did Not Pay
2135,2135,0.1537,278.77,11.22524339,10.03,667,3390.041667,2646,22.2,Did Not Pay
2136,2136,0.1379,477.06,10.81977828,3.7,707,2580.0,14499,63.0,Did Not Pay
2137,2137,0.1568,525.03,10.30895266,2.68,682,1201.041667,3004,27.1,Did Not Pay
2138,2138,0.0737,111.77,11.03495418,3.5,777,6630.0,5514,19.5,Did Not Pay
2139,2139,0.1379,340.76,10.91508846,19.83,707,1500.0,7284,29.0,Did Not Pay
2140,2140,0.1379,511.14,11.27720313,3.08,752,4380.0,2149,17.5,Did Not Pay
2141,2141,0.1284,705.98,11.12726298,18.09,727,3870.041667,22289,49.8,Did Not Pay
2142,2142,0.0963,481.42,11.69524702,2.93,802,4442.0,7265,11.7,Did Not Pay
2143,2143,0.1189,431.14,10.93364254,20.11,737,5040.041667,12755,64.4,Did Not Pay
2144,2144,0.1379,286.24,11.40756495,15.05,682,4980.041667,26295,70.3,Did Not Pay
2145,2145,0.0932,223.63,10.81977828,7.8,742,3720.0,5749,33.8,Did Not Pay
2146,2146,0.1348,678.49,11.64745636,14.67,702,5041.041667,22908,59.2,Did Not Pay
2147,2147,0.0963,77.03,10.04324949,2.14,727,5340.041667,948,13.5,Did Not Pay
2148,2148,0.1474,690.74,11.22524339,0.32,702,2820.041667,2229,14.1,Did Not Pay
2149,2149,0.0932,319.47,10.6454249,24.37,757,3390.041667,1711,24.1,Did Not Pay
2150,2150,0.1284,228.61,10.87804719,11.59,707,2046.041667,7398,70.5,Did Not Pay
2151,2151,0.1505,277.53,10.62132735,10.62,682,3270.0,6933,82.5,Did Not Pay
2152,2152,0.1284,840.45,11.15625052,3.02,757,7830.041667,2906,4.5,Did Not Pay
2153,2153,0.0963,192.57,10.34817337,22.46,732,2640.0,11049,28.3,Did Not Pay
